record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
3275,S92000003,P,3,1,4,3,2,1,2,1,2,1,5,8,3,3
3276,S92000003,P,1,1,5,2,2,1,1,1,2,1,8,2,4,4
3277,S92000003,P,4,2,7,5,2,1,4,1,9,7,1,4,X,2
3278,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,10,2,2
3279,S92000003,P,5,1,5,1,2,1,1,1,1,1,8,6,3,3
3280,S92000003,P,1,1,6,2,2,1,2,1,9,2,1,3,3,1
3281,S92000003,P,1,2,4,2,2,1,2,1,1,1,6,10,2,2
3282,S92000003,P,0,2,8,4,2,1,1,1,1,2,3,10,2,2
3283,S92000003,P,1,2,8,2,2,1,3,1,2,5,7,4,X,4
3284,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,8,4,1
3285,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
3286,S92000003,P,1,1,2,1,2,1,1,1,2,1,4,11,3,2
3287,S92000003,P,3,1,7,4,2,1,2,1,1,5,1,12,X,2
3288,S92000003,P,1,1,6,2,2,1,2,1,2,1,2,8,4,1
3289,S92000003,P,1,1,4,2,2,1,1,1,2,1,2,11,4,1
3290,S92000003,P,1,2,4,2,2,2,2,1,4,7,2,11,X,1
3291,S92000003,P,4,2,4,1,2,1,2,1,2,7,3,11,X,2
3292,S92000003,P,2,1,3,1,2,1,1,1,9,1,9,5,2,3
3293,S92000003,P,4,2,4,1,2,1,4,1,2,8,8,2,X,4
3294,S92000003,C,X,2,8,5,2,1,3,1,9,5,8,2,X,X
3295,S92000003,P,3,2,2,1,2,1,1,1,1,1,3,12,2,4
3296,S92000003,P,0,2,8,1,2,1,3,1,2,5,4,6,X,2
3297,S92000003,P,2,1,2,1,2,2,4,3,1,9,X,X,X,4
3298,S92000003,P,2,1,6,4,2,2,1,1,2,1,8,2,3,4
3299,S92000003,P,0,2,8,5,2,1,4,1,1,5,9,10,X,4
3300,S92000003,P,0,1,3,1,1,2,1,4,2,4,9,11,1,2
3301,S92000003,P,1,2,2,1,2,1,1,3,6,1,7,8,3,4
3302,S92000003,P,1,1,1,1,1,1,1,6,6,X,X,X,X,X
3303,S92000003,P,0,2,3,1,2,1,2,1,1,1,7,5,3,2
3304,S92000003,P,0,2,2,1,2,2,1,1,1,1,9,5,2,4
3305,S92000003,P,1,2,3,2,2,2,1,1,2,7,3,7,X,1
3306,S92000003,P,1,1,4,2,2,2,2,3,1,2,8,13,1,4
3307,S92000003,P,5,1,3,1,1,2,2,3,4,4,9,5,1,2
3308,S92000003,P,2,2,5,1,2,1,2,1,1,6,3,11,X,4
3309,S92000003,P,0,1,2,1,1,1,1,1,2,4,9,5,1,2
3310,S92000003,P,4,1,2,1,2,1,1,1,1,1,4,12,2,2
3311,S92000003,P,1,2,5,2,2,1,4,1,2,8,9,11,X,3
3312,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
3313,S92000003,P,2,1,3,1,2,1,1,1,1,9,X,X,X,4
3314,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
3315,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
3316,S92000003,P,1,1,7,2,2,1,4,1,2,5,5,4,X,4
3317,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
3318,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
3319,S92000003,P,1,2,6,2,2,1,2,1,2,1,8,2,2,3
3320,S92000003,P,1,1,4,2,2,1,3,1,1,1,1,3,3,2
3321,S92000003,P,1,2,3,1,2,1,1,1,2,2,3,7,3,2
3322,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,2,2
3323,S92000003,P,4,2,5,3,2,1,2,1,2,1,9,11,1,4
3324,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3325,S92000003,P,1,1,3,2,2,1,1,1,2,1,5,3,4,3
3326,S92000003,P,1,1,2,1,2,1,2,1,2,1,4,8,3,3
3327,S92000003,P,0,2,5,4,2,1,1,1,2,1,2,11,3,2
3328,S92000003,P,1,2,2,1,2,1,1,1,2,1,6,11,3,4
3329,S92000003,P,1,2,6,2,2,1,3,1,9,1,9,8,2,4
3330,S92000003,P,0,1,5,4,2,1,4,1,2,8,X,X,X,4
3331,S92000003,P,2,2,3,1,2,1,3,1,2,7,8,2,X,4
3332,S92000003,P,4,2,2,1,2,1,1,1,1,1,4,4,3,4
3333,S92000003,P,1,1,5,2,2,1,1,1,2,1,8,4,3,4
3334,S92000003,P,0,2,5,5,2,1,1,1,2,1,6,11,3,3
3335,S92000003,C,X,1,6,4,2,1,3,1,2,8,5,4,X,X
3336,S92000003,C,X,1,6,1,2,2,1,1,1,5,6,6,X,X
3337,S92000003,C,X,1,7,5,2,1,3,1,2,5,9,2,X,X
3338,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
3339,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
3340,S92000003,P,5,1,3,2,2,2,1,3,4,1,9,5,3,4
3341,S92000003,P,3,1,4,1,2,1,3,1,1,1,5,4,3,3
3342,S92000003,P,4,2,3,3,2,2,1,1,2,1,6,10,2,4
3343,S92000003,P,1,2,3,1,2,1,2,1,1,1,4,8,3,2
3344,S92000003,P,0,1,6,3,2,1,3,1,9,6,9,4,X,4
3345,S92000003,P,1,2,2,1,1,2,1,4,2,4,6,11,2,1
3346,S92000003,P,1,2,2,1,2,1,1,1,2,1,9,5,3,4
3347,S92000003,P,3,2,1,1,2,1,2,1,2,X,X,X,X,X
3348,S92000003,P,0,2,5,1,2,1,3,1,2,1,3,7,3,2
3349,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
3350,S92000003,P,1,1,2,1,2,1,1,1,2,1,4,6,3,2
3351,S92000003,P,1,1,5,2,2,1,2,1,9,1,9,3,3,4
3352,S92000003,P,0,2,8,5,2,1,3,1,2,5,4,2,X,2
3353,S92000003,P,2,2,4,1,2,1,1,1,2,1,7,4,2,4
3354,S92000003,P,1,2,6,2,2,2,1,1,2,1,6,11,2,4
3355,S92000003,P,0,2,2,1,2,1,1,1,2,1,3,13,4,2
3356,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
3357,S92000003,P,5,1,7,3,2,1,2,1,2,5,8,2,X,4
3358,S92000003,P,0,1,5,1,2,1,4,1,1,8,X,X,X,4
3359,S92000003,P,1,2,2,1,2,1,1,1,2,1,4,11,3,4
3360,S92000003,P,1,2,5,2,2,1,1,1,1,1,9,10,1,2
3361,S92000003,P,1,1,3,2,2,1,2,1,1,1,3,7,3,1
3362,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
3363,S92000003,P,1,2,6,2,2,1,2,1,1,1,9,8,3,4
3364,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3365,S92000003,P,3,1,1,1,1,1,1,1,2,X,X,X,X,X
3366,S92000003,P,1,1,5,2,2,1,2,1,2,1,7,4,3,4
3367,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
3368,S92000003,P,1,1,6,2,2,1,4,1,2,8,8,2,X,4
3369,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,9,X,3
3370,S92000003,P,0,2,6,1,2,1,1,1,2,1,4,8,3,2
3371,S92000003,P,4,1,1,1,2,1,3,1,9,X,X,X,X,X
3372,S92000003,P,1,1,5,2,2,1,2,1,9,2,8,6,3,4
3373,S92000003,P,1,2,2,1,2,1,2,1,2,1,7,4,1,2
3374,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3375,S92000003,P,4,2,4,1,2,1,2,1,2,7,X,X,X,4
3376,S92000003,P,1,2,3,2,2,2,2,1,2,1,8,2,3,3
3377,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
3378,S92000003,P,5,1,1,1,1,1,1,5,1,X,X,X,X,X
3379,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
3380,S92000003,P,4,2,2,1,2,1,1,1,2,1,3,3,3,3
3381,S92000003,P,1,1,7,2,2,1,4,1,2,5,5,3,X,3
3382,S92000003,P,2,2,1,1,2,1,2,1,2,X,X,X,X,X
3383,S92000003,P,1,2,6,2,2,1,3,1,2,7,6,11,X,3
3384,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
3385,S92000003,P,1,2,7,2,2,2,1,1,2,1,9,5,3,4
3386,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
3387,S92000003,P,1,1,2,1,2,1,1,1,1,1,5,3,3,2
3388,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,8,3,4
3389,S92000003,P,2,2,3,1,2,1,1,1,9,1,2,8,3,1
3390,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,2,3,1
3391,S92000003,P,1,2,8,2,2,1,2,1,1,5,4,7,X,2
3392,S92000003,P,1,1,7,2,2,1,1,1,2,1,8,2,3,3
3393,S92000003,P,1,2,5,2,2,1,1,1,9,1,6,10,2,2
3394,S92000003,P,1,2,3,2,2,2,1,1,1,1,8,2,3,4
3395,S92000003,P,1,2,2,1,1,1,1,1,9,4,7,6,1,2
3396,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
3397,S92000003,P,0,1,6,4,2,1,3,1,2,8,1,5,X,2
3398,S92000003,P,1,1,8,2,2,1,4,1,1,5,1,3,X,2
3399,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
3400,S92000003,P,4,2,5,4,2,1,1,1,1,1,1,4,2,1
3401,S92000003,P,1,2,4,2,2,1,1,1,1,2,6,10,2,4
3402,S92000003,P,2,1,2,1,2,1,1,1,1,1,8,2,4,3
3403,S92000003,P,1,1,6,2,2,1,3,1,2,1,1,8,3,1
3404,S92000003,P,2,1,4,1,2,1,1,1,1,1,3,8,3,2
3405,S92000003,P,0,1,5,4,2,1,5,1,1,8,8,2,X,4
3406,S92000003,P,1,2,5,2,2,1,5,1,2,7,X,X,X,4
3407,S92000003,P,1,1,4,2,2,2,1,1,6,1,5,5,1,4
3408,S92000003,P,5,1,2,1,1,2,1,3,2,4,9,4,1,2
3409,S92000003,P,0,1,4,1,2,1,2,1,1,1,3,2,4,2
3410,S92000003,P,1,1,3,2,2,2,1,1,9,1,9,2,3,4
3411,S92000003,P,1,2,6,2,2,1,2,1,2,1,5,4,3,1
3412,S92000003,P,0,1,3,1,2,2,2,1,2,1,6,8,4,3
3413,S92000003,P,2,2,3,1,2,2,1,1,1,1,9,8,2,4
3414,S92000003,P,0,2,2,1,1,1,3,1,1,4,6,10,1,2
3415,S92000003,P,2,1,3,1,1,1,2,1,1,4,9,5,1,2
3416,S92000003,P,1,2,3,2,2,1,1,1,1,1,4,6,2,2
3417,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3418,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,2,4,2
3419,S92000003,P,0,2,2,1,2,2,1,1,2,1,9,5,3,3
3420,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
3421,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3422,S92000003,P,0,2,8,2,2,1,2,1,2,5,2,11,X,1
3423,S92000003,P,1,2,6,2,2,1,1,1,1,1,6,10,1,3
3424,S92000003,P,1,2,6,2,2,1,3,1,2,5,2,11,X,4
3425,S92000003,P,1,2,5,2,2,1,3,1,2,1,9,5,2,3
3426,S92000003,P,0,1,2,1,1,1,1,1,1,4,7,4,1,2
3427,S92000003,P,0,2,3,1,2,1,1,1,2,1,3,2,3,1
3428,S92000003,P,0,1,3,1,2,1,2,1,1,1,3,8,3,2
3429,S92000003,P,1,2,1,1,1,1,1,3,6,X,X,X,X,X
3430,S92000003,P,0,1,3,1,2,1,2,1,1,1,2,2,3,1
3431,S92000003,P,2,1,4,3,1,1,2,1,1,4,1,4,3,2
3432,S92000003,P,0,2,8,5,2,1,2,1,1,5,9,11,X,4
3433,S92000003,P,1,2,6,2,2,2,3,1,1,9,4,4,X,3
3434,S92000003,P,2,2,2,1,2,1,1,1,1,1,3,8,3,3
3435,S92000003,P,0,2,8,4,2,1,2,1,1,5,3,4,X,2
3436,S92000003,P,3,1,5,3,2,1,2,1,1,1,3,2,4,2
3437,S92000003,P,1,1,1,1,1,2,1,1,2,X,X,X,X,X
3438,S92000003,P,0,1,2,1,2,1,1,1,2,1,2,2,3,1
3439,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,3,X,3
3440,S92000003,P,1,1,6,2,2,1,2,1,1,5,8,9,X,2
3441,S92000003,P,0,2,3,1,2,2,1,4,2,1,3,11,3,2
3442,S92000003,P,0,1,7,5,2,1,3,1,2,5,8,6,X,3
3443,S92000003,P,1,2,6,2,2,1,4,1,2,5,6,11,X,3
3444,S92000003,P,0,2,7,5,2,1,3,1,2,5,9,4,X,4
3445,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
3446,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
3447,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
3448,S92000003,P,1,1,2,1,1,1,1,1,1,4,5,8,3,1
3449,S92000003,P,0,1,8,5,2,1,3,1,2,5,4,7,X,2
3450,S92000003,P,1,1,7,2,2,1,1,1,1,1,1,6,3,2
3451,S92000003,P,0,1,7,3,2,1,3,1,1,5,8,6,X,3
3452,S92000003,P,0,1,3,1,2,1,2,1,1,1,5,8,4,3
3453,S92000003,P,1,1,4,2,2,1,2,1,1,1,4,7,3,2
3454,S92000003,P,2,2,4,1,2,1,1,1,1,1,8,6,3,3
3455,S92000003,P,1,1,6,2,2,1,2,1,2,2,5,3,2,3
3456,S92000003,P,1,2,5,2,2,1,2,1,2,1,3,11,3,2
3457,S92000003,P,1,1,5,2,2,1,2,1,2,1,8,2,3,4
3458,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
3459,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,3,1
3460,S92000003,P,1,1,4,2,2,1,1,1,2,1,4,6,4,2
3461,S92000003,P,1,1,7,2,2,1,1,1,9,2,8,8,3,4
3462,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,10,X,1
3463,S92000003,P,1,1,5,2,2,1,1,1,9,1,1,10,4,2
3464,S92000003,P,4,2,4,3,2,1,3,1,1,1,7,4,2,4
3465,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
3466,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
3467,S92000003,P,1,1,4,2,2,1,2,1,1,1,2,2,3,1
3468,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
3469,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
3470,S92000003,P,1,1,5,2,2,1,1,1,1,1,8,4,3,3
3471,S92000003,P,1,2,4,2,2,1,1,1,2,2,2,11,3,1
3472,S92000003,P,1,1,4,2,2,2,1,1,1,2,1,4,4,2
3473,S92000003,P,1,1,6,2,2,1,2,1,9,2,5,3,3,3
3474,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
3475,S92000003,P,1,2,7,2,2,1,2,1,9,5,3,7,X,4
3476,S92000003,P,1,1,4,2,2,1,1,1,1,1,2,8,3,1
3477,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,8,3,2
3478,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,10,2,2
3479,S92000003,P,4,1,2,1,2,1,1,1,1,1,9,8,4,4
3480,S92000003,P,1,2,8,2,2,1,1,1,2,5,5,5,X,4
3481,S92000003,P,1,2,4,2,2,1,1,1,1,7,4,8,X,1
3482,S92000003,P,1,1,2,1,2,1,1,1,1,1,7,4,3,3
3483,S92000003,P,0,2,7,5,2,1,4,1,2,5,9,11,X,4
3484,S92000003,P,0,1,6,4,2,1,3,1,1,9,4,6,X,2
3485,S92000003,P,2,2,4,4,2,1,1,1,1,7,9,5,X,3
3486,S92000003,P,1,1,5,2,2,1,1,1,1,1,5,6,4,3
3487,S92000003,P,1,2,6,2,2,1,2,1,2,1,7,4,1,4
3488,S92000003,P,1,2,3,1,2,1,1,1,9,1,3,8,3,2
3489,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
3490,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
3491,S92000003,P,2,2,4,1,2,1,1,1,1,1,4,4,3,2
3492,S92000003,P,1,1,6,2,2,1,3,1,1,5,2,10,X,4
3493,S92000003,P,1,2,2,1,2,1,1,1,1,1,4,2,3,1
3494,S92000003,P,5,2,4,1,2,1,2,1,9,1,6,11,3,1
3495,S92000003,P,1,2,7,2,2,1,1,1,2,5,2,8,X,2
3496,S92000003,P,2,1,8,2,2,1,3,5,2,5,8,6,X,3
3497,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3498,S92000003,P,1,2,4,2,2,1,1,1,2,6,6,13,X,2
3499,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3500,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3501,S92000003,P,1,2,6,2,2,1,1,1,1,1,5,11,3,3
3502,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
3503,S92000003,P,4,2,6,4,2,1,3,1,1,9,9,7,X,4
3504,S92000003,P,1,2,6,2,2,1,2,1,2,1,7,4,2,3
3505,S92000003,P,1,1,4,2,2,1,1,1,1,1,9,2,3,1
3506,S92000003,P,1,1,5,2,2,1,1,1,9,1,1,3,3,1
3507,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3508,S92000003,P,2,1,5,3,2,1,2,1,1,1,5,3,3,3
3509,S92000003,P,1,2,5,2,2,2,1,1,1,2,5,4,3,3
3510,S92000003,P,1,1,7,2,2,1,1,1,1,1,9,1,4,4
3511,S92000003,P,1,1,4,2,2,1,1,1,1,1,8,2,3,3
3512,S92000003,P,1,1,3,1,2,1,1,1,2,1,8,3,3,2
3513,S92000003,P,1,1,5,2,2,1,1,1,1,1,5,6,3,3
3514,S92000003,P,1,2,2,1,2,1,1,1,2,1,3,3,3,2
3515,S92000003,P,1,2,3,2,2,1,2,1,1,1,3,5,2,2
3516,S92000003,P,1,1,3,2,2,1,1,1,2,1,2,11,3,1
3517,S92000003,P,2,2,5,4,2,1,1,1,1,2,5,1,4,3
3518,S92000003,P,1,2,7,2,2,1,1,1,2,5,7,4,X,4
3519,S92000003,P,1,2,4,2,2,1,2,1,1,1,1,6,4,1
3520,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,13,2,2
3521,S92000003,P,0,2,8,5,2,1,2,1,2,5,7,4,X,4
3522,S92000003,P,1,2,2,1,2,1,1,1,1,1,5,5,3,3
3523,S92000003,P,1,2,6,2,2,1,1,1,2,5,4,8,X,4
3524,S92000003,P,1,1,6,2,2,1,3,1,2,1,8,8,3,3
3525,S92000003,P,1,2,5,2,2,1,1,1,2,2,1,5,1,1
3526,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3527,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
3528,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,10,3,1
3529,S92000003,P,2,2,1,1,1,1,2,1,1,X,X,X,X,X
3530,S92000003,P,1,1,4,2,2,1,1,1,2,2,1,3,3,1
3531,S92000003,P,1,2,7,2,2,1,1,1,2,1,4,2,3,2
3532,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,2,3,1
3533,S92000003,P,2,1,4,1,2,1,2,1,1,1,3,3,4,2
3534,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,4,3,2
3535,S92000003,P,0,1,8,1,2,1,3,1,1,5,2,11,X,1
3536,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
3537,S92000003,P,1,1,7,2,2,1,3,1,1,5,8,2,X,4
3538,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
3539,S92000003,P,2,1,6,4,2,1,2,1,1,1,8,11,3,4
3540,S92000003,P,1,2,3,2,2,1,2,1,1,1,5,2,2,2
3541,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
3542,S92000003,P,2,1,3,1,2,1,2,1,1,1,6,10,2,4
3543,S92000003,P,1,1,3,2,2,1,1,1,1,1,3,9,4,2
3544,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
3545,S92000003,P,1,2,3,2,2,1,1,1,2,1,7,4,1,2
3546,S92000003,P,4,2,5,4,2,1,1,1,2,1,2,11,3,2
3547,S92000003,P,0,2,8,5,2,1,2,1,2,5,4,4,X,2
3548,S92000003,P,1,1,6,2,2,1,4,1,1,8,9,3,X,4
3549,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,11,3,3
3550,S92000003,P,1,1,4,2,2,1,4,1,2,2,5,4,4,3
3551,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
3552,S92000003,P,2,1,2,1,2,1,1,1,1,1,4,2,3,2
3553,S92000003,P,2,1,4,4,2,2,1,5,1,1,7,4,3,4
3554,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
3555,S92000003,P,3,1,5,2,2,1,2,1,2,1,5,8,3,3
3556,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,1
3557,S92000003,C,X,2,8,5,2,1,2,1,9,5,7,4,X,X
3558,S92000003,P,1,1,4,2,2,1,1,1,2,2,8,6,3,4
3559,S92000003,P,0,1,3,1,2,1,1,1,2,2,3,12,4,2
3560,S92000003,P,2,2,4,1,2,1,2,1,2,1,4,8,2,2
3561,S92000003,P,3,1,3,3,2,1,1,1,2,1,3,2,3,2
3562,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
3563,S92000003,P,2,2,5,1,2,1,2,1,1,1,7,4,3,4
3564,S92000003,P,1,1,3,1,2,1,1,1,1,1,4,4,3,3
3565,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
3566,S92000003,P,2,2,2,1,2,1,1,1,1,1,7,4,3,2
3567,S92000003,P,1,1,2,1,2,1,1,1,2,1,7,4,2,4
3568,S92000003,P,2,1,4,1,2,1,3,1,1,8,5,3,X,3
3569,S92000003,P,1,1,3,3,2,1,2,1,2,1,8,2,3,3
3570,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
3571,S92000003,P,1,1,4,2,2,1,1,1,2,1,8,2,3,2
3572,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
3573,S92000003,P,4,1,1,1,1,1,3,1,1,X,X,X,X,X
3574,S92000003,P,4,2,6,5,2,1,2,1,2,5,5,11,X,4
3575,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,4,X,4
3576,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
3577,S92000003,P,4,2,3,1,2,1,1,1,1,1,6,11,2,3
3578,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
3579,S92000003,P,1,2,1,1,1,2,2,1,1,X,X,X,X,X
3580,S92000003,P,4,1,1,1,1,1,3,1,1,X,X,X,X,X
3581,S92000003,P,1,2,6,2,2,1,2,1,1,1,2,11,3,1
3582,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
3583,S92000003,P,2,1,6,4,2,1,4,1,1,8,5,3,X,4
3584,S92000003,P,1,2,3,1,2,1,1,1,1,1,4,7,3,3
3585,S92000003,P,4,2,3,1,2,2,1,1,9,1,7,4,3,2
3586,S92000003,P,0,1,8,5,2,1,2,1,2,5,2,8,X,1
3587,S92000003,P,2,2,3,1,2,1,1,1,2,1,7,4,3,2
3588,S92000003,P,4,2,1,1,2,1,1,1,9,X,X,X,X,X
3589,S92000003,P,2,2,3,1,2,1,1,1,1,1,7,4,3,2
3590,S92000003,P,4,2,1,1,1,1,1,5,1,X,X,X,X,X
3591,S92000003,P,2,1,3,1,2,1,1,1,2,1,1,4,4,2
3592,S92000003,P,2,1,5,4,2,1,1,1,9,1,8,2,3,4
3593,S92000003,P,0,1,3,1,2,1,2,1,2,1,6,11,2,4
3594,S92000003,P,0,2,4,1,2,1,3,1,2,9,7,6,X,2
3595,S92000003,P,1,2,5,2,2,1,5,1,6,8,3,4,X,1
3596,S92000003,P,1,1,6,2,2,1,2,1,1,1,8,6,3,3
3597,S92000003,P,0,1,7,1,2,1,2,1,2,1,9,4,2,4
3598,S92000003,P,2,1,3,1,2,1,1,1,1,1,5,3,3,3
3599,S92000003,P,0,2,7,5,2,1,4,1,2,5,9,5,X,4
3600,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
3601,S92000003,P,0,2,7,4,2,1,3,1,2,5,8,2,X,4
3602,S92000003,P,1,1,8,2,2,1,2,1,2,5,5,10,X,3
3603,S92000003,P,0,2,8,4,2,1,2,1,2,5,7,4,X,4
3604,S92000003,P,2,2,2,1,2,1,1,1,2,1,7,4,3,4
3605,S92000003,P,4,2,8,4,2,1,4,1,2,5,9,5,X,4
3606,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,5,X,1
3607,S92000003,C,X,1,4,1,2,1,1,1,1,1,5,8,2,X
3608,S92000003,C,X,1,3,1,2,1,1,1,9,9,7,4,X,X
3609,S92000003,P,0,2,2,1,2,1,1,1,1,1,6,1,3,2
3610,S92000003,P,0,1,6,3,2,1,2,1,9,5,1,2,X,1
3611,S92000003,P,1,2,7,2,2,1,3,1,1,5,8,2,X,3
3612,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
3613,S92000003,P,1,2,8,2,2,1,2,1,1,5,2,10,X,2
3614,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
3615,S92000003,P,1,2,6,2,2,1,3,1,2,1,6,10,4,3
3616,S92000003,P,1,1,4,2,2,1,2,1,2,1,3,6,4,2
3617,S92000003,P,1,1,4,2,2,1,1,1,9,1,1,4,3,2
3618,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,11,2,2
3619,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
3620,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
3621,S92000003,P,2,1,2,1,2,1,1,1,1,1,8,6,3,2
3622,S92000003,P,2,1,3,1,2,1,2,1,2,1,2,3,3,1
3623,S92000003,P,1,2,7,2,2,1,2,1,2,5,3,8,X,2
3624,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
3625,S92000003,P,1,2,6,2,2,1,2,1,9,1,6,11,2,3
3626,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
3627,S92000003,P,0,1,5,3,2,1,3,1,2,1,1,6,4,2
3628,S92000003,P,1,2,7,2,2,1,1,1,2,5,4,10,X,3
3629,S92000003,P,0,2,4,1,2,1,3,1,1,9,X,X,X,4
3630,S92000003,P,0,2,5,1,2,1,4,5,2,8,X,X,X,4
3631,S92000003,P,0,1,3,1,2,1,2,3,1,2,2,8,4,1
3632,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,11,2,3
3633,S92000003,P,1,1,1,1,1,2,1,1,9,X,X,X,X,X
3634,S92000003,P,1,1,3,2,2,1,1,1,1,1,4,9,3,2
3635,S92000003,P,1,1,6,2,2,1,4,1,2,1,6,10,3,3
3636,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
3637,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
3638,S92000003,P,0,1,8,5,2,1,3,1,2,5,3,9,X,2
3639,S92000003,P,1,1,5,2,2,1,2,1,9,1,9,1,4,4
3640,S92000003,P,1,2,3,2,2,1,2,1,1,1,9,8,2,4
